1;8.2
1;8.8
0;10.7
0;11.1
1;11.6
1;12.5
0;12.9
1;13.4
0;13.8
0;14.0
0;15.1
0;16.3
1;17.3
1;18.2
0;18.5
1;19.4
0;19.6
0;21.3
0;21.9
1;22.8
0;23.3
0;23.8
1;24.2
0;24.5
1;25.4
0;25.9
1;26.6
1;27.0
0;27.4
0;28.6
1;28.9
0;29.1
0;29.7
1;30.2
1;31.9
0;32.3
1;32.9
0;33.4
0;34.8
1;35.5
0;36.1
1;37.8
1;38.1
1;38.4
0;38.9
1;40.7
0;41.9
1;43.4
0;44.8
1;46.5
1;47.7
0;48.9
0;49.9
0;51.2
1;52.2
1;53.0
0;53.8
1;55.2
0;55.8
1;56.1
0;56.6
1;56.9
0;57.2
1;57.4
0;57.6
1;57.8
0;58.3
0;58.8
0;59.2
1;60.0
1;60.5
0;61.4
1;61.7
0;62.2
1;63.1
0;63.8
1;64.5
0;65.1
1;66.0
0;66.8
1;67.8
0;68.8
1;69.3
0;70.1
1;70.7
0;71.8
1;72.3
0;73.2
1;74.0
0;74.8
1;75.3
0;75.9
1;76.3
0;76.7
0;77.9
1;78.9
0;79.7
1;80.4
0;81.0
1;81.6
1;81.9
1;82.1
0;82.8
1;83.8
0;85.0
1;85.9
0;86.7
1;87.6
0;88.5
1;90.0
1;92.4
