1;7.2
0;8.8
1;9.3
1;10.5
0;11.5
1;12.0
0;13.2
1;14.3
0;15.3
1;16.3
0;17.2
1;18.2
0;18.9
1;20.1
0;20.7
0;22.0
1;22.8
1;24.4
1;25.8
0;27.0
0;28.3
1;29.5
1;30.4
0;30.7
1;30.9
0;31.1
1;31.6
1;32.1
1;32.6
1;33.1
1;33.6
0;34.1
0;34.7
0;35.2
0;35.8
0;36.4
1;37.6
0;38.9
1;39.5
0;40.1
0;41.7
1;42.4
0;43.0
1;43.6
0;44.3
0;45.5
0;46.5
0;47.3
1;48.2
1;49.3
0;50.3
1;51.1
0;52.0
1;53.3
0;54.3
1;54.8
0;55.7
1;56.9
0;57.8
1;58.7
0;59.5
1;60.7
0;61.8
1;62.5
0;62.8
1;63.0
0;63.3
1;64.0
1;64.8
0;65.2
1;66.2
0;67.1
1;68.3
1;69.2
1;70.1
1;71.0
1;71.9
0;72.7
0;73.6
0;74.5
0;75.6
1;76.6
1;78.0
0;78.7
1;79.8
1;80.3
0;80.9
0;81.4
